iter	Logloss
0	0.5404440449
1	0.4660298883
2	0.41897076
3	0.3903934418
4	0.3652967444
5	0.3507335288
6	0.3191543335
7	0.3131039067
8	0.2984958625
9	0.2900838132
10	0.2658513409
11	0.2560753369
12	0.2338789336
13	0.2156486189
14	0.2031817383
15	0.1983756475
16	0.1883907665
17	0.1774365022
18	0.1706331509
19	0.1592631139
20	0.153259342
21	0.1518001399
22	0.1430509024
23	0.1354583925
24	0.1291455593
25	0.1256274074
26	0.1225130664
27	0.1215168392
28	0.1176385236
29	0.1124765242
30	0.1118507128
31	0.1090484475
32	0.1074598497
33	0.104031938
34	0.1019357573
35	0.09788865291
36	0.09602419276
37	0.09342569763
38	0.09282836491
39	0.08943711728
40	0.08827978309
41	0.08792556249
42	0.08761423974
43	0.0833545582
44	0.0799638326
45	0.07840832421
46	0.0767770258
47	0.07515697744
48	0.07440008274
49	0.07338706923
50	0.07277147761
51	0.0718146216
52	0.07124574273
53	0.07003401609
54	0.06798719954
55	0.06713544097
56	0.06636219292
57	0.06457763225
58	0.06320126094
59	0.06203673657
60	0.06043583014
61	0.06018363935
62	0.05805651292
63	0.05781127881
64	0.05633467979
65	0.05599378258
66	0.05579795659
67	0.05550229736
68	0.05524989568
69	0.05470374608
70	0.05388711652
71	0.05290132835
72	0.05218810879
73	0.05202645402
74	0.05075339542
75	0.05045019221
76	0.04927156847
77	0.04841639481
78	0.04743638285
79	0.04642851321
80	0.04606552798
81	0.04554363143
82	0.04459997883
83	0.043907667
84	0.04359401666
85	0.04234364718
86	0.04154925344
87	0.04101776701
88	0.04025529069
89	0.03981970729
90	0.03954024335
91	0.03927456144
92	0.03835868186
93	0.03805926996
94	0.03701206641
95	0.03677449658
96	0.03588888025
97	0.03572558444
98	0.03534955738
99	0.03513570234
100	0.03452330074
101	0.03426888756
102	0.03397232092
103	0.0338326259
104	0.03359831421
105	0.03333267769
106	0.03281025494
107	0.03266559976
108	0.03201768414
109	0.03112432191
110	0.03071154195
111	0.03043942135
112	0.02995195233
113	0.02925223394
114	0.0292022594
115	0.02884708019
116	0.02846633868
117	0.02801210102
118	0.02767465654
119	0.02736597727
120	0.02721754719
121	0.02680586174
122	0.0267723037
123	0.02630708008
124	0.02576481314
125	0.0257063278
126	0.02534693688
127	0.02507710293
128	0.02461995794
129	0.0245504416
130	0.02427784861
131	0.02370034149
132	0.02331440538
133	0.02301442973
134	0.02288057032
135	0.02246526498
136	0.02184659619
137	0.02153426076
138	0.02132885369
139	0.02116553014
140	0.02080367654
141	0.02061466559
142	0.02051982185
143	0.02025018079
144	0.0197250202
145	0.01952332681
146	0.01923607727
147	0.01891977199
148	0.01877899797
149	0.01862015678
150	0.01856308572
151	0.01848524325
152	0.01811909225
153	0.01778446491
154	0.01745078537
155	0.01717886854
156	0.01685439079
157	0.01658384772
158	0.01623558588
159	0.01592169885
160	0.01564978115
161	0.01538974183
162	0.01519764592
163	0.01490303703
164	0.01475653071
165	0.01469279436
166	0.01442163109
167	0.01425227352
168	0.01406225454
169	0.01385722963
170	0.01370946584
171	0.01356514311
172	0.01351019344
173	0.01340071788
174	0.01315295605
175	0.01309498746
176	0.01304545913
177	0.01266438892
178	0.01252778574
179	0.0124480098
180	0.01233774237
181	0.01214080114
182	0.0121284379
183	0.01208262193
184	0.01183803908
185	0.01172323675
186	0.01150122961
187	0.01129544272
188	0.01112811552
189	0.0110735541
190	0.01088317013
191	0.01078254734
192	0.01077355877
193	0.01076604715
194	0.01062762022
195	0.01044705051
196	0.01035867306
197	0.01022209251
198	0.0101818642
199	0.01013383301
200	0.009987375108
201	0.009908857934
202	0.009717868
203	0.009650377455
204	0.009632048008
205	0.009472787565
206	0.009422485741
207	0.009389479613
208	0.009384642161
209	0.009207001993
210	0.009180675607
211	0.009029773614
212	0.008982878827
213	0.008896479467
214	0.00886539369
215	0.008844223614
216	0.008730611283
217	0.008712705254
218	0.008550024363
219	0.008474440156
220	0.008421166
221	0.008344777252
222	0.008263163817
223	0.00821966327
224	0.008201364938
225	0.008036288626
226	0.007910453068
227	0.007813191572
228	0.007704923278
229	0.007611880314
230	0.007529544746
231	0.007493213053
232	0.007467809905
233	0.007467759135
234	0.007467697617
235	0.007467635203
236	0.007467316028
237	0.007467288193
238	0.007467245598
239	0.007405706995
240	0.007399751268
241	0.007361472201
242	0.007302273347
243	0.007226891163
244	0.007157109012
245	0.007147577325
246	0.00704284427
247	0.006914040138
248	0.006781747216
249	0.006687054522
250	0.006667009897
251	0.006546848351
252	0.006506234114
253	0.006419577542
254	0.006367288108
255	0.006287179185
256	0.006247685432
257	0.006190553872
258	0.006147150468
259	0.00604112307
260	0.005997699796
261	0.005981312914
262	0.005959134983
263	0.005898050112
264	0.005898002902
265	0.005865706726
266	0.005844760137
267	0.00579373341
268	0.005743017658
269	0.005665319897
270	0.005550083898
271	0.005509616306
272	0.00550956691
273	0.00550956691
274	0.005489961908
275	0.005489923401
276	0.005489906301
277	0.00548987994
278	0.005489815386
279	0.005451372426
280	0.005451325402
281	0.005451301403
282	0.005451301403
283	0.005451244264
284	0.005451244264
285	0.005451247735
286	0.005451217107
287	0.005451217107
288	0.005423385885
289	0.005423373511
290	0.005423356937
291	0.005423312678
292	0.005423312678
293	0.005408404905
294	0.005408346063
295	0.005408332716
296	0.005408289196
297	0.005408234581
298	0.005408211647
299	0.005408187055
